age,education_years,hours_per_week,occupation,marital,sex,income_high
54,16,40,Office & Admin,Married,0,0
62,18,45,Education/Legal/Arts/Social,Married,0,1
61,12,40,Blue-collar (build/repair/prod/transport),Never married,1,0
58,16,60,Education/Legal/Arts/Social,Married,0,1
21,14,10,Education/Legal/Arts/Social,Never married,1,1
32,13,60,Blue-collar (build/repair/prod/transport),Never married,1,0
56,14,40,Management/Business/Finance,Never married,0,1
28,14,40,Office & Admin,Never married,0,0
33,16,40,Education/Legal/Arts/Social,Married,0,1
25,0,50,Blue-collar (build/repair/prod/transport),Never married,1,0
26,16,40,Management/Business/Finance,Never married,0,1
32,18,32,Healthcare,Divorced,1,1
26,16,40,Management/Business/Finance,Never married,1,0
40,14,40,Sales,Never married,1,1
55,11,8,Sales,Divorced,0,0
29,14,40,Office & Admin,Married,1,0
52,0,65,Service (food/clean/care/protective),Separated,0,0
52,16,50,Management/Business/Finance,Married,1,1
51,16,40,Management/Business/Finance,Married,1,1
52,12,40,Healthcare,Married,0,1
20,14,40,Computing/Engineering/Science,Never married,0,0
66,16,40,Computing/Engineering/Science,Married,1,1
68,14,40,Healthcare,Widowed,0,1
44,10,40,Office & Admin,Divorced,1,0
22,12,35,Blue-collar (build/repair/prod/transport),Never married,0,0
39,12,40,Blue-collar (build/repair/prod/transport),Married,1,0
57,14,40,Blue-collar (build/repair/prod/transport),Married,0,0
25,12,40,Management/Business/Finance,Never married,1,0
28,11,40,Service (food/clean/care/protective),Never married,1,0
62,13,55,Management/Business/Finance,Divorced,1,0
21,12,32,Service (food/clean/care/protective),Never married,0,0
38,18,40,Computing/Engineering/Science,Never married,1,1
38,12,40,Management/Business/Finance,Divorced,0,0
45,16,40,Management/Business/Finance,Married,0,0
53,16,50,Management/Business/Finance,Married,1,1
32,6,60,Blue-collar (build/repair/prod/transport),Never married,1,0
36,14,48,Blue-collar (build/repair/prod/transport),Divorced,1,0
37,18,12,Management/Business/Finance,Married,0,0
36,16,40,Computing/Engineering/Science,Married,1,1
28,14,40,Office & Admin,Never married,1,0
67,16,36,Service (food/clean/care/protective),Married,0,0
69,18,40,Computing/Engineering/Science,Married,1,1
18,13,15,Office & Admin,Never married,1,0
56,13,40,Blue-collar (build/repair/prod/transport),Married,1,1
31,21,40,Education/Legal/Arts/Social,Never married,0,0
27,14,99,Blue-collar (build/repair/prod/transport),Married,1,0
60,19,52,Education/Legal/Arts/Social,Married,1,1
21,12,18,Sales,Never married,0,0
44,16,24,Healthcare,Divorced,0,1
20,14,10,Education/Legal/Arts/Social,Never married,0,0
65,12,24,Management/Business/Finance,Married,1,1
49,16,35,Management/Business/Finance,Married,1,1
33,14,40,Blue-collar (build/repair/prod/transport),Never married,1,0
60,12,40,Healthcare,Married,0,0
57,14,40,Office & Admin,Married,0,0
57,12,40,Service (food/clean/care/protective),Married,1,0
21,14,25,Service (food/clean/care/protective),Never married,0,0
59,6,40,Service (food/clean/care/protective),Divorced,1,0
63,16,52,Blue-collar (build/repair/prod/transport),Married,1,1
55,12,50,Management/Business/Finance,Married,1,1
82,16,20,Healthcare,Widowed,1,0
31,14,40,Service (food/clean/care/protective),Never married,0,1
46,16,40,Blue-collar (build/repair/prod/transport),Married,0,0
46,16,50,Blue-collar (build/repair/prod/transport),Never married,1,1
82,13,30,Blue-collar (build/repair/prod/transport),Married,1,1
21,14,40,Office & Admin,Never married,0,0
54,13,47,Blue-collar (build/repair/prod/transport),Divorced,1,0
45,18,40,Computing/Engineering/Science,Married,1,1
61,13,45,Blue-collar (build/repair/prod/transport),Married,1,1
42,12,25,Healthcare,Divorced,0,0
45,12,60,Blue-collar (build/repair/prod/transport),Married,1,0
54,19,40,Office & Admin,Married,0,1
42,18,50,Management/Business/Finance,Married,0,1
74,13,8,Blue-collar (build/repair/prod/transport),Never married,1,0
45,16,40,Computing/Engineering/Science,Married,1,1
27,14,32,Service (food/clean/care/protective),Married,0,0
28,12,30,Office & Admin,Divorced,0,0
63,14,12,Sales,Married,0,1
28,12,32,Sales,Married,0,0
46,16,40,Management/Business/Finance,Married,1,1
34,16,40,Blue-collar (build/repair/prod/transport),Never married,0,1
29,18,40,Computing/Engineering/Science,Married,1,1
51,11,40,Blue-collar (build/repair/prod/transport),Married,1,0
33,21,45,Computing/Engineering/Science,Married,1,1
19,12,40,Sales,Never married,0,0
23,14,10,Education/Legal/Arts/Social,Never married,0,0
46,16,40,Management/Business/Finance,Married,0,1
28,14,68,Healthcare,Widowed,1,0
19,13,18,Service (food/clean/care/protective),Never married,0,0
50,12,40,Blue-collar (build/repair/prod/transport),Married,1,1
54,14,40,Education/Legal/Arts/Social,Divorced,1,0
35,11,30,Blue-collar (build/repair/prod/transport),Divorced,1,0
30,14,40,Office & Admin,Married,1,0
29,14,20,Healthcare,Married,0,0
52,16,40,Office & Admin,Married,0,1
30,14,47,Management/Business/Finance,Married,1,1
31,16,20,Service (food/clean/care/protective),Never married,0,0
56,12,40,Office & Admin,Never married,1,0
44,16,30,Management/Business/Finance,Married,0,0
29,12,40,Blue-collar (build/repair/prod/transport),Married,1,1
71,11,30,Education/Legal/Arts/Social,Married,1,0
45,12,40,Blue-collar (build/repair/prod/transport),Married,1,0
65,14,3,Education/Legal/Arts/Social,Married,0,0
45,16,40,Education/Legal/Arts/Social,Never married,1,1
56,10,50,Blue-collar (build/repair/prod/transport),Divorced,1,1
27,14,32,Healthcare,Married,1,0
23,16,90,Office & Admin,Never married,0,0
58,16,60,Management/Business/Finance,Never married,0,0
26,13,40,Education/Legal/Arts/Social,Married,1,1
46,16,45,Service (food/clean/care/protective),Separated,1,1
27,13,60,Blue-collar (build/repair/prod/transport),Never married,1,0
59,13,45,Sales,Married,1,1
45,16,22,Management/Business/Finance,Married,0,0
50,16,40,Management/Business/Finance,Never married,0,0
54,5,53,Blue-collar (build/repair/prod/transport),Married,1,0
69,11,40,Blue-collar (build/repair/prod/transport),Married,1,1
41,12,50,Service (food/clean/care/protective),Married,1,1
72,18,20,Sales,Married,0,1
19,13,20,Service (food/clean/care/protective),Never married,1,0
63,18,20,Education/Legal/Arts/Social,Divorced,0,0
29,18,7,Healthcare,Married,0,0
45,16,50,Healthcare,Married,1,1
55,12,45,Education/Legal/Arts/Social,Never married,0,1
45,14,40,Office & Admin,Married,0,1
25,12,20,Blue-collar (build/repair/prod/transport),Never married,0,0
20,12,25,Service (food/clean/care/protective),Never married,0,0
43,6,40,Blue-collar (build/repair/prod/transport),Married,1,0
26,16,40,Management/Business/Finance,Married,0,1
76,14,15,Office & Admin,Never married,0,0
54,12,40,Healthcare,Never married,0,0
46,16,40,Education/Legal/Arts/Social,Married,1,1
63,16,35,Healthcare,Separated,1,0
39,13,40,Sales,Married,0,0
59,18,40,Sales,Married,1,1
70,12,35,Blue-collar (build/repair/prod/transport),Married,1,0
76,14,20,Service (food/clean/care/protective),Separated,0,0
57,14,14,Blue-collar (build/repair/prod/transport),Divorced,1,0
43,0,6,Blue-collar (build/repair/prod/transport),Married,0,0
63,18,40,Computing/Engineering/Science,Married,1,1
34,12,40,Blue-collar (build/repair/prod/transport),Never married,1,0
38,14,40,Sales,Divorced,0,0
27,14,18,Sales,Never married,0,0
50,18,40,Computing/Engineering/Science,Married,1,1
25,16,45,Computing/Engineering/Science,Never married,0,1
25,16,40,Education/Legal/Arts/Social,Never married,0,1
29,14,40,Service (food/clean/care/protective),Never married,0,0
72,16,20,Computing/Engineering/Science,Married,1,1
22,14,20,Service (food/clean/care/protective),Married,1,0
18,12,10,Office & Admin,Never married,1,0
35,19,40,Education/Legal/Arts/Social,Married,0,1
44,16,40,Management/Business/Finance,Married,1,1
22,12,28,Sales,Never married,1,0
46,16,45,Office & Admin,Married,1,1
50,16,15,Sales,Never married,1,0
33,16,40,Sales,Never married,0,0
22,16,35,Military/Other,Never married,0,1
53,12,40,Service (food/clean/care/protective),Divorced,0,0
23,16,40,Management/Business/Finance,Never married,0,0
68,11,40,Blue-collar (build/repair/prod/transport),Never married,1,0
60,14,40,Blue-collar (build/repair/prod/transport),Divorced,1,0
60,18,34,Education/Legal/Arts/Social,Divorced,0,1
23,14,40,Sales,Never married,0,0
19,13,30,Service (food/clean/care/protective),Never married,1,0
42,16,40,Management/Business/Finance,Married,0,1
60,16,40,Management/Business/Finance,Married,1,1
45,12,50,Blue-collar (build/repair/prod/transport),Divorced,1,1
20,12,40,Office & Admin,Never married,0,0
43,8,75,Blue-collar (build/repair/prod/transport),Married,1,1
24,16,40,Military/Other,Never married,1,0
48,12,40,Management/Business/Finance,Married,0,0
23,8,40,Blue-collar (build/repair/prod/transport),Married,1,0
26,12,40,Blue-collar (build/repair/prod/transport),Never married,1,1
20,12,25,Service (food/clean/care/protective),Never married,1,0
67,16,40,Sales,Never married,1,0
46,18,35,Education/Legal/Arts/Social,Married,0,1
20,12,81,Military/Other,Never married,1,0
59,16,10,Education/Legal/Arts/Social,Divorced,1,0
35,16,40,Management/Business/Finance,Married,0,1
61,11,40,Blue-collar (build/repair/prod/transport),Married,1,0
29,18,70,Healthcare,Married,1,0
53,12,40,Office & Admin,Married,0,0
31,12,50,Military/Other,Married,1,0
33,16,40,Computing/Engineering/Science,Married,0,1
35,12,40,Blue-collar (build/repair/prod/transport),Married,1,0
55,16,40,Office & Admin,Married,0,1
17,11,8,Service (food/clean/care/protective),Never married,1,0
62,12,40,Office & Admin,Divorced,0,0
57,14,2,Service (food/clean/care/protective),Married,0,0
33,12,40,Healthcare,Married,0,0
40,16,40,Management/Business/Finance,Married,0,0
53,16,41,Healthcare,Divorced,0,1
45,16,50,Management/Business/Finance,Married,0,1
26,18,45,Computing/Engineering/Science,Never married,1,1
55,0,20,Service (food/clean/care/protective),Married,1,0
52,14,40,Computing/Engineering/Science,Married,1,1
56,16,40,Computing/Engineering/Science,Never married,1,1
47,12,50,Blue-collar (build/repair/prod/transport),Divorced,1,1
69,14,20,Sales,Married,1,1
49,6,40,Service (food/clean/care/protective),Married,0,0
61,14,60,Computing/Engineering/Science,Married,1,0
69,14,34,Healthcare,Married,0,0
31,12,40,Blue-collar (build/repair/prod/transport),Never married,1,0
25,12,40,Blue-collar (build/repair/prod/transport),Married,1,1
72,13,56,Management/Business/Finance,Never married,0,0
18,13,20,Sales,Never married,0,0
63,11,30,Service (food/clean/care/protective),Divorced,1,0
49,16,60,Service (food/clean/care/protective),Divorced,0,1
41,18,40,Education/Legal/Arts/Social,Never married,1,1
39,12,60,Service (food/clean/care/protective),Married,1,0
19,13,25,Sales,Never married,0,0
33,18,60,Management/Business/Finance,Never married,0,1
45,13,49,Computing/Engineering/Science,Married,1,1
47,16,40,Management/Business/Finance,Married,1,1
37,11,40,Blue-collar (build/repair/prod/transport),Married,1,0
68,14,40,Blue-collar (build/repair/prod/transport),Married,1,1
19,14,8,Education/Legal/Arts/Social,Never married,1,0
29,18,35,Education/Legal/Arts/Social,Never married,1,0
30,13,40,Military/Other,Married,0,0
27,14,30,Management/Business/Finance,Never married,0,0
38,12,15,Office & Admin,Married,0,0
34,12,60,Blue-collar (build/repair/prod/transport),Married,1,1
29,6,40,Blue-collar (build/repair/prod/transport),Never married,1,0
35,18,60,Education/Legal/Arts/Social,Married,0,1
20,14,40,Healthcare,Never married,0,0
23,14,20,Service (food/clean/care/protective),Never married,0,0
19,12,12,Office & Admin,Never married,0,0
32,16,40,Computing/Engineering/Science,Married,0,1
44,14,45,Management/Business/Finance,Divorced,0,1
64,12,15,Service (food/clean/care/protective),Married,1,0
31,18,55,Management/Business/Finance,Married,1,0
27,16,40,Computing/Engineering/Science,Never married,1,1
68,16,40,Computing/Engineering/Science,Married,1,1
28,14,14,Sales,Married,0,0
27,16,35,Management/Business/Finance,Never married,1,0
48,13,16,Service (food/clean/care/protective),Married,1,0
66,6,60,Blue-collar (build/repair/prod/transport),Married,1,0
54,11,40,Service (food/clean/care/protective),Married,1,0
18,12,45,Computing/Engineering/Science,Never married,1,0
51,12,40,Blue-collar (build/repair/prod/transport),Separated,0,1
44,16,50,Management/Business/Finance,Married,1,1
63,12,40,Office & Admin,Divorced,0,0
47,18,25,Computing/Engineering/Science,Married,1,0
38,14,40,Blue-collar (build/repair/prod/transport),Married,1,1
18,14,15,Service (food/clean/care/protective),Never married,0,0
30,16,40,Sales,Never married,1,0
72,18,20,Education/Legal/Arts/Social,Married,0,1
44,16,40,Management/Business/Finance,Married,0,1
19,12,35,Service (food/clean/care/protective),Never married,1,0
54,19,60,Service (food/clean/care/protective),Married,0,1
53,14,40,Service (food/clean/care/protective),Married,0,1
36,16,40,Management/Business/Finance,Never married,0,0
52,16,50,Computing/Engineering/Science,Married,1,1
38,18,40,Education/Legal/Arts/Social,Married,0,0
23,12,40,Service (food/clean/care/protective),Never married,1,0
40,18,40,Management/Business/Finance,Never married,1,1
67,16,6,Education/Legal/Arts/Social,Married,0,0
50,13,60,Blue-collar (build/repair/prod/transport),Divorced,1,1
43,16,32,Healthcare,Married,0,0
39,19,50,Healthcare,Never married,0,1
63,14,40,Education/Legal/Arts/Social,Divorced,0,0
25,14,40,Service (food/clean/care/protective),Married,0,0
57,16,40,Healthcare,Married,0,1
65,12,50,Sales,Married,0,0
58,9,40,Blue-collar (build/repair/prod/transport),Married,1,0
19,14,20,Service (food/clean/care/protective),Never married,0,0
49,12,40,Blue-collar (build/repair/prod/transport),Divorced,1,0
19,12,25,Office & Admin,Never married,1,0
44,16,40,Management/Business/Finance,Divorced,0,1
66,12,40,Service (food/clean/care/protective),Never married,0,0
37,14,2,Service (food/clean/care/protective),Separated,0,0
29,12,40,Office & Admin,Never married,1,0
46,11,60,Blue-collar (build/repair/prod/transport),Never married,1,0
60,12,20,Education/Legal/Arts/Social,Divorced,0,0
51,16,40,Management/Business/Finance,Divorced,0,0
25,16,46,Computing/Engineering/Science,Never married,1,1
56,14,50,Management/Business/Finance,Married,0,1
34,16,37,Management/Business/Finance,Never married,0,0
24,18,40,Computing/Engineering/Science,Never married,1,0
17,11,20,Service (food/clean/care/protective),Never married,1,0
28,16,60,Service (food/clean/care/protective),Separated,0,1
71,16,48,Education/Legal/Arts/Social,Never married,1,1
47,18,60,Management/Business/Finance,Married,1,1
58,14,35,Service (food/clean/care/protective),Divorced,0,0
47,18,40,Education/Legal/Arts/Social,Married,0,0
52,14,40,Healthcare,Never married,0,0
39,12,40,Sales,Never married,0,0
28,12,30,Service (food/clean/care/protective),Never married,0,0
43,12,40,Management/Business/Finance,Married,0,0
20,14,8,Sales,Never married,1,0
25,16,40,Education/Legal/Arts/Social,Never married,1,0
33,14,24,Healthcare,Divorced,0,0
29,12,50,Blue-collar (build/repair/prod/transport),Never married,1,0
41,16,40,Management/Business/Finance,Divorced,0,1
39,19,45,Education/Legal/Arts/Social,Married,1,1
66,14,12,Healthcare,Never married,0,0
31,16,30,Service (food/clean/care/protective),Never married,1,0
59,16,40,Management/Business/Finance,Divorced,0,1
50,16,40,Computing/Engineering/Science,Divorced,0,1
22,14,25,Service (food/clean/care/protective),Never married,0,0
66,14,12,Management/Business/Finance,Married,1,0
65,0,40,Education/Legal/Arts/Social,Divorced,0,1
41,12,60,Sales,Married,0,1
38,16,40,Sales,Married,1,0
24,16,33,Service (food/clean/care/protective),Never married,1,0
43,14,40,Blue-collar (build/repair/prod/transport),Married,1,0
52,16,40,Management/Business/Finance,Married,0,1
43,14,35,Education/Legal/Arts/Social,Divorced,0,0
66,14,30,Education/Legal/Arts/Social,Never married,0,0
49,14,45,Office & Admin,Never married,0,1
21,14,40,Military/Other,Never married,1,0
43,16,40,Computing/Engineering/Science,Divorced,1,1
26,11,40,Service (food/clean/care/protective),Never married,1,0
40,16,50,Education/Legal/Arts/Social,Never married,0,1
57,9,40,Service (food/clean/care/protective),Never married,1,0
21,14,8,Office & Admin,Never married,0,0
23,14,50,Blue-collar (build/repair/prod/transport),Married,1,0
50,14,40,Management/Business/Finance,Never married,1,1
35,11,60,Blue-collar (build/repair/prod/transport),Never married,0,1
38,12,40,Service (food/clean/care/protective),Never married,1,1
53,14,30,Healthcare,Married,0,0
44,12,40,Service (food/clean/care/protective),Never married,1,0
64,14,40,Office & Admin,Divorced,0,1
47,14,40,Sales,Divorced,0,1
28,16,40,Computing/Engineering/Science,Married,1,1
53,18,40,Education/Legal/Arts/Social,Married,1,1
23,12,40,Blue-collar (build/repair/prod/transport),Never married,1,0
33,12,48,Blue-collar (build/repair/prod/transport),Never married,1,0
52,0,80,Blue-collar (build/repair/prod/transport),Divorced,1,0
65,14,40,Office & Admin,Married,1,1
60,12,40,Blue-collar (build/repair/prod/transport),Married,0,0
21,0,16,Blue-collar (build/repair/prod/transport),Never married,1,0
42,18,40,Blue-collar (build/repair/prod/transport),Married,0,0
